AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
66.15,27,No,,0,,One year,6827-IEAUQ,Yes,Yes,Female,1,1874.45,25-36,27,Yes,No,No,0,Yes,Mailed check,Yes,No,Yes,Yes,No,66.15,DSL,
19.6,3,No,,0,,One year,6837-BJYDQ,No,No,Male,1,61.35,0-12,3,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.6,No,
84.8,24,No,,0,,One year,6840-RESVB,Yes,Yes,Male,1,1990.5,13-24,24,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,Yes,No,Yes,84.8,DSL,
75.2,58,No,,0,,One year,6848-YLDFR,Yes,No,Male,1,4300.8,49-60,58,Yes,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,75.2,DSL,
79.6,68,No,,0,,One year,6869-FGJJC,No,Yes,Male,1,5461.45,61+,68,No,No,No,0,Yes,Credit card (automatic),No,No,No,Yes,No,79.6,Fiber optic,
20.45,2,No,,0,,One year,6870-ECSHE,No,No,Female,1,34.8,0-12,2,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.45,No,
58.35,64,No,,0,,One year,6872-HXFNF,No,Yes,Female,1,3756.45,61+,64,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,58.35,DSL,
97,30,No,,0,,One year,6874-SGLHU,No,No,Male,1,3021.3,25-36,30,No,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,No,97,Fiber optic,
90.1,50,No,,0,,One year,6893-ODYYE,No,Yes,Male,1,4549.45,49-60,50,Yes,No,No,0,Yes,Credit card (automatic),No,Yes,Yes,Yes,No,90.1,Fiber optic,
89.6,40,No,,0,,One year,6906-MPARY,No,No,Male,1,3488.15,37-48,40,Yes,No,Yes,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,89.6,Fiber optic,
21.2,56,No,,0,,One year,6922-NCEDI,Yes,No,Male,1,1238.65,49-60,56,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,21.2,No,
20.55,11,No,,0,,One year,6924-TDGMT,No,No,Male,1,184.95,0-12,11,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,No,20.55,No,
56.05,26,No,,0,,One year,6933-FHBZC,No,Yes,Female,1,1553.2,25-36,26,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,No,56.05,DSL,
59.95,31,No,,0,,One year,6933-VLYFX,Yes,Yes,Male,1,1848.8,25-36,31,Yes,Yes,Yes,0,No,Electronic check,Yes,No,Yes,No,No phone service,59.95,DSL,
48.95,19,No,,0,,One year,6937-GCDGQ,Yes,No,Male,1,955.6,13-24,19,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,48.95,DSL,
58.95,48,No,,0,,One year,6941-KXRRV,No,No,Female,1,2789.7,37-48,48,No,No,Yes,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,58.95,DSL,
40.2,37,No,,0,,One year,6967-PEJLL,Yes,Yes,Male,1,1525.35,37-48,37,Yes,No,No,0,No,Electronic check,Yes,Yes,Yes,No,No phone service,40.2,DSL,
101.9,15,No,,0,,One year,6967-QIQRV,Yes,No,Male,1,1667.25,13-24,15,Yes,Yes,Yes,0,Yes,Electronic check,Yes,No,Yes,No,No,101.9,Fiber optic,
45,58,No,,0,,One year,6968-MHOMU,No,No,Male,1,2689.35,49-60,58,No,Yes,Yes,0,No,Credit card (automatic),Yes,Yes,No,No,No phone service,45,DSL,
56.35,43,No,,0,,One year,6968-URWQU,No,No,Male,1,2391.15,37-48,43,No,Yes,No,0,Yes,Mailed check,Yes,Yes,No,No,No,56.35,DSL,
19.7,55,No,,0,,One year,6974-DAFLI,No,No,Female,1,1140.05,49-60,55,No,No,No,0,Yes,Electronic check,Yes,No,No,No,No,19.7,No,
20.85,67,No,,0,,One year,6980-CDGFC,No,No,Female,1,1327.4,61+,67,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,20.85,No,
54.3,44,No,,0,,One year,6981-TDRFT,Yes,Yes,Male,1,2317.1,37-48,44,Yes,Yes,Yes,0,No,Electronic check,Yes,Yes,No,No,No phone service,54.3,DSL,
69,38,No,,0,,One year,6992-TKNYO,No,Yes,Male,1,2669.45,37-48,38,Yes,No,Yes,0,Yes,Credit card (automatic),Yes,No,No,No,Yes,69,DSL,
106.15,70,No,,0,,One year,6994-FGRHH,Yes,Yes,Male,1,7475.1,61+,70,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,No,106.15,Fiber optic,
54.25,14,No,,0,,One year,6994-ORCWG,No,No,Female,1,773.2,13-24,14,No,No,No,0,Yes,Mailed check,No,Yes,No,Yes,Yes,54.25,DSL,
19.1,55,No,,0,,One year,7009-PCARS,Yes,No,Male,1,1001.5,49-60,55,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,19.1,No,
80.75,40,No,,0,,One year,7013-PSXHK,No,Yes,Female,1,3208.65,37-48,40,Yes,Yes,Yes,0,Yes,Mailed check,No,Yes,No,No,Yes,80.75,DSL,
90.1,29,No,,0,,One year,7016-NVRIC,No,Yes,Male,1,2656.7,25-36,29,No,No,Yes,1,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,90.1,Fiber optic,
89.55,41,No,,0,,One year,7025-IWFHT,No,No,Male,1,3729.75,37-48,41,Yes,Yes,No,0,Yes,Electronic check,No,Yes,No,Yes,No,89.55,Fiber optic,
19.7,30,No,,0,,One year,7026-YMSBE,No,No,Male,1,625.05,25-36,30,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.7,No,
44.1,54,No,,0,,One year,7029-IJEJK,No,No,Female,1,2369.7,49-60,54,Yes,No,Yes,0,No,Bank transfer (automatic),No,No,Yes,No,No phone service,44.1,DSL,
64.65,37,No,,0,,One year,7032-LMBHI,No,No,Female,1,2347.85,37-48,37,No,Yes,No,0,Yes,Bank transfer (automatic),No,No,Yes,No,Yes,64.65,DSL,
103.15,46,No,,0,,One year,7047-FWEYA,No,No,Female,1,4594.65,37-48,46,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,103.15,Fiber optic,
79.85,17,No,,0,,One year,7049-GKVZY,No,No,Female,1,1387.35,13-24,17,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,Yes,Yes,No,79.85,DSL,
19.55,30,No,,0,,One year,7061-OVMIM,Yes,No,Female,1,608.5,25-36,30,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,19.55,No,
99,48,No,,0,,One year,7064-FRRSW,No,No,Male,1,4744.35,37-48,48,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,Yes,Yes,99,Fiber optic,
20.35,66,No,,0,,One year,7073-QETQY,Yes,No,Male,1,1359.5,61+,66,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,20.35,No,
95,70,No,,0,,One year,7080-TNUWP,No,Yes,Male,1,6602.9,61+,70,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,95,Fiber optic,
24.4,8,No,,0,,One year,7089-RKVSZ,Yes,No,Male,1,203.95,0-12,8,No,No,No,0,Yes,Mailed check,Yes,No,No,No,Yes,24.4,No,
38.1,25,No,,0,,One year,7089-XXAYG,No,Yes,Male,1,970.4,25-36,25,No,Yes,No,0,No,Credit card (automatic),Yes,Yes,No,No,No phone service,38.1,DSL,
71.9,43,No,,0,,One year,7100-FQPRV,Yes,No,Male,1,3173.35,37-48,43,Yes,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,Yes,71.9,DSL,
48.6,9,No,,0,,One year,7102-JJVTX,Yes,No,Female,1,422.3,0-12,9,No,No,No,0,Yes,Mailed check,Yes,No,Yes,No,No,48.6,DSL,
99.4,50,No,,0,,One year,7103-IPXPJ,No,No,Male,1,5059.75,49-60,50,Yes,Yes,Yes,0,Yes,Electronic check,Yes,No,No,No,Yes,99.4,Fiber optic,
73.7,69,No,,0,,One year,7103-ZGVNT,Yes,No,Female,1,4885.85,61+,69,Yes,Yes,No,0,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,73.7,DSL,
64.85,15,No,,0,,One year,7105-BENQF,Yes,Yes,Male,1,950.75,13-24,15,No,No,Yes,0,Yes,Mailed check,No,No,Yes,No,No,64.85,DSL,
60.7,26,No,,0,,One year,7105-MXJLL,No,Yes,Female,1,1597.4,25-36,26,No,No,Yes,1,Yes,Mailed check,Yes,No,No,No,No,60.7,DSL,
71.7,21,No,,0,,One year,7108-DGVUU,No,Yes,Female,1,1497.05,13-24,21,No,No,Yes,1,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,71.7,DSL,
95,38,No,,0,,One year,7123-WQUHX,No,Yes,Male,1,3605.6,37-48,38,Yes,Yes,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,95,Fiber optic,
78.95,34,No,,0,,One year,7129-AZJDE,Yes,No,Male,1,2647.2,25-36,34,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,78.95,Fiber optic,
102.85,66,No,,0,,One year,7134-MJPDY,No,Yes,Female,1,6976.75,61+,66,Yes,Yes,Yes,1,Yes,Credit card (automatic),No,Yes,No,No,Yes,102.85,Fiber optic,
20.15,23,No,,0,,One year,7137-NAXML,No,No,Male,1,405.6,13-24,23,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,20.15,No,
59.3,57,No,,0,,One year,7153-CHRBV,Yes,Yes,Female,1,3274.35,49-60,57,Yes,No,No,0,Yes,Mailed check,Yes,Yes,Yes,No,No,59.3,DSL,
85.1,43,No,,0,,One year,7156-MXBJE,No,Yes,Female,1,3662.25,37-48,43,Yes,Yes,Yes,0,Yes,Credit card (automatic),No,No,No,Yes,Yes,85.1,DSL,
78.65,22,No,,0,,One year,7163-OCEQI,Yes,Yes,Male,1,1663.75,13-24,22,Yes,Yes,Yes,0,Yes,Mailed check,Yes,Yes,No,No,Yes,78.65,DSL,
65.25,22,No,,0,,One year,7184-LRUUR,No,Yes,Female,1,1441.8,13-24,22,No,Yes,No,0,Yes,Bank transfer (automatic),No,No,No,Yes,No,65.25,DSL,
95.5,65,No,,0,,One year,7188-CBBBA,No,Yes,Female,1,6153.85,61+,65,No,Yes,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,95.5,Fiber optic,
19.3,38,No,,0,,One year,7190-XHTWJ,No,No,Female,1,755.5,37-48,38,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.3,No,
104.95,72,No,,0,,One year,7203-OYKCT,No,Yes,Male,1,7544.3,61+,72,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,104.95,Fiber optic,
19.5,41,No,,0,,One year,7216-KAOID,Yes,No,Male,1,798.2,37-48,41,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,19.5,No,
59.1,14,No,,0,,One year,7228-PAQPD,No,No,Female,1,772.85,13-24,14,Yes,No,Yes,0,Yes,Credit card (automatic),No,No,No,No,No,59.1,DSL,
20.45,24,No,,0,,One year,7244-KXYZN,No,No,Female,1,527.35,13-24,24,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.45,No,
44.45,50,No,,0,,One year,7244-QWYHG,No,No,Male,1,2188.45,49-60,50,Yes,Yes,No,0,No,Bank transfer (automatic),Yes,Yes,Yes,No,No phone service,44.45,DSL,
111.5,51,No,,0,,One year,7245-JMTTQ,No,Yes,Female,1,5703.25,49-60,51,Yes,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,111.5,Fiber optic,
77.4,53,No,,0,,One year,7247-XOZPB,No,Yes,Male,1,4155.95,49-60,53,Yes,Yes,No,0,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,77.4,DSL,
103.75,40,No,,0,,One year,7251-LJBQN,No,Yes,Female,1,4188.4,37-48,40,Yes,Yes,Yes,1,Yes,Credit card (automatic),No,Yes,No,No,Yes,103.75,Fiber optic,
45.05,55,No,,0,,One year,7269-JISCY,No,No,Female,1,2462.6,49-60,55,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,45.05,DSL,
100.2,28,No,,0,,One year,7272-QDCKA,No,No,Male,1,2688.45,25-36,28,No,Yes,Yes,0,Yes,Electronic check,No,No,No,Yes,Yes,100.2,Fiber optic,
19.9,17,No,,0,,One year,7279-NMVJC,No,No,Female,1,323.15,13-24,17,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,19.9,No,
78.85,12,No,,0,,One year,7285-KLOTR,No,Yes,Female,1,876.75,0-12,12,No,Yes,Yes,0,Yes,Electronic check,Yes,No,Yes,No,Yes,78.85,DSL,
19.85,51,No,,0,,One year,7297-DVYGA,No,No,Female,1,996.95,49-60,51,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,19.85,No,
20.7,30,No,,0,,One year,7305-ZWMAJ,No,No,Male,1,587.1,25-36,30,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,20.7,No,
19.55,5,No,,0,,One year,7311-MQJCH,No,No,Female,1,99.6,0-12,5,No,No,No,0,Yes,Electronic check,No,No,No,No,No,19.55,No,
19.6,25,No,,0,,One year,7319-ZNRTR,Yes,No,Male,1,411.15,25-36,25,No,No,No,0,Yes,Electronic check,Yes,No,No,No,No,19.6,No,
40.3,39,No,,0,,One year,7325-ENZFI,No,No,Female,1,1630.4,37-48,39,Yes,No,No,0,No,Bank transfer (automatic),No,Yes,Yes,Yes,No phone service,40.3,DSL,
20.1,31,No,,0,,One year,7328-OWMOM,Yes,No,Female,1,589.25,25-36,31,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,No,20.1,No,
80.85,27,No,,0,,One year,7336-RLLRH,No,No,Male,1,2204.35,25-36,27,Yes,Yes,Yes,0,Yes,Mailed check,Yes,No,Yes,No,Yes,80.85,DSL,
45.05,39,No,,0,,One year,7338-ERIVA,Yes,No,Male,1,1790.6,37-48,39,Yes,Yes,No,0,No,Bank transfer (automatic),No,No,Yes,No,No phone service,45.05,DSL,
20.25,7,No,,0,,One year,7353-YOWFP,No,No,Female,1,129.15,0-12,7,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.25,No,
23.9,4,No,,0,,One year,7356-AYNJP,No,No,Female,1,97.5,0-12,4,No,No,No,0,Yes,Electronic check,No,No,No,No,Yes,23.9,No,
18.8,19,No,,0,,One year,7369-TRPFD,No,No,Male,1,279.2,13-24,19,No,No,No,0,Yes,Mailed check,No,No,No,No,No,18.8,No,
91.15,53,No,,0,,One year,7402-PWYJJ,No,No,Female,1,4862.5,49-60,53,Yes,No,Yes,0,Yes,Electronic check,Yes,Yes,No,No,Yes,91.15,Fiber optic,
111.8,53,No,,0,,One year,7409-JURKQ,No,Yes,Female,1,5809.75,49-60,53,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,111.8,Fiber optic,
90.95,46,No,,0,,One year,7432-FFVAR,Yes,Yes,Female,1,4236.6,37-48,46,Yes,No,Yes,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,90.95,Fiber optic,
20.6,6,No,,0,,One year,7435-ZNUYY,No,No,Male,1,116.6,0-12,6,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.6,No,
73.85,48,No,,0,,One year,7445-WMRBW,No,Yes,Female,1,3581.4,37-48,48,Yes,Yes,No,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,73.85,DSL,
19.85,37,No,,0,,One year,7446-SFAOA,No,No,Female,1,717.5,37-48,37,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,19.85,No,
25.45,39,No,,0,,One year,7452-FOLON,Yes,No,Male,1,958.45,37-48,39,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,25.45,No,
61.1,53,No,,0,,One year,7470-DYNOE,No,Yes,Male,1,3357.9,49-60,53,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,61.1,DSL,
72.9,71,No,,0,,One year,7471-MQPOS,Yes,Yes,Male,1,5139.65,61+,71,Yes,No,Yes,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,72.9,DSL,
24.15,60,No,,0,,One year,7471-WNSUF,No,No,Male,1,1505.9,49-60,60,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,24.15,No,
86.7,71,No,,0,,One year,7472-EQOAV,Yes,Yes,Male,1,6179.35,61+,71,No,No,No,1,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,86.7,Fiber optic,
56.25,24,No,,0,,One year,7508-KBIMB,Yes,Yes,Male,1,1454.25,13-24,24,No,No,No,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,56.25,DSL,
105.05,58,No,,0,,One year,7544-ZVIKX,Yes,Yes,Male,1,6004.85,49-60,58,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,105.05,Fiber optic,
108.25,50,No,,0,,One year,7550-WIQVA,Yes,Yes,Male,1,5431.4,49-60,50,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,108.25,Fiber optic,
19.95,48,No,,0,,One year,7560-QRBXH,Yes,No,Female,1,936.7,37-48,48,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.95,No,
74.7,41,No,,0,,One year,7576-ASEJU,Yes,No,Female,1,3187.65,37-48,41,Yes,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,74.7,DSL,
70.15,60,No,,0,,One year,7581-EBBOU,No,Yes,Female,1,4224.7,49-60,60,Yes,Yes,No,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,70.15,DSL,
85.15,12,No,,0,,One year,7596-LDUXP,No,No,Female,1,979.05,0-12,12,No,Yes,No,0,Yes,Credit card (automatic),No,Yes,Yes,No,No,85.15,Fiber optic,
95,45,No,,0,,One year,7607-QKKTJ,Yes,Yes,Male,1,4368.85,37-48,45,No,No,Yes,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,95,Fiber optic,
19.55,17,No,,0,,One year,7609-NRNCA,No,No,Female,1,280.85,13-24,17,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.55,No,
74.1,53,No,,0,,One year,7619-PLRLP,No,Yes,Female,1,3833.95,49-60,53,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,74.1,DSL,
95.65,56,No,,0,,One year,7629-WFGLW,No,Yes,Female,1,5471.75,49-60,56,Yes,No,No,1,Yes,Electronic check,Yes,No,Yes,Yes,Yes,95.65,Fiber optic,
59.1,7,No,,0,,One year,7629-WIXZF,No,No,Female,1,369.25,0-12,7,No,No,Yes,0,Yes,Electronic check,No,Yes,Yes,No,No,59.1,DSL,
20.05,25,No,,0,,One year,7632-YUTXB,Yes,No,Female,1,520.1,25-36,25,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.05,No,
44.1,58,No,,0,,One year,7636-PEPNS,Yes,No,Female,1,2413.05,49-60,58,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,No,44.1,DSL,
19.5,11,No,,0,,One year,7649-PHJVR,No,No,Male,1,226.8,0-12,11,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.5,No,
84.25,43,No,,0,,One year,7654-YWJUF,No,Yes,Male,1,3539.25,37-48,43,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,84.25,Fiber optic,
87.7,19,No,,0,,One year,7661-CPURM,No,No,Male,1,1725.95,13-24,19,Yes,No,Yes,0,Yes,Credit card (automatic),No,Yes,No,No,No,87.7,Fiber optic,
100.55,29,No,,0,,One year,7663-ZTEGJ,Yes,Yes,Male,1,2830.45,25-36,29,Yes,No,Yes,0,Yes,Credit card (automatic),No,No,No,Yes,Yes,100.55,Fiber optic,
20.35,10,No,,0,,One year,7665-VIGUD,No,No,Male,1,176.3,0-12,10,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.35,No,
61.05,58,No,,0,,One year,7670-ZBPOQ,No,No,Female,1,3478.75,49-60,58,Yes,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,61.05,DSL,
78.55,23,No,,0,,One year,7673-LPRNY,No,Yes,Female,1,1843.05,13-24,23,No,Yes,Yes,0,Yes,Electronic check,No,Yes,Yes,No,Yes,78.55,DSL,
79.95,33,No,,0,,One year,7674-YTAFD,No,No,Female,1,2684.85,25-36,33,Yes,No,No,0,Yes,Bank transfer (automatic),No,Yes,No,Yes,No,79.95,Fiber optic,
19.9,8,No,,0,,One year,7677-SJJJK,Yes,No,Male,1,153.95,0-12,8,No,No,No,0,Yes,Credit card (automatic),Yes,No,No,No,No,19.9,No,
73.05,64,No,,0,,One year,7690-KPNCU,Yes,Yes,Male,1,4688.65,61+,64,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,No,No,73.05,DSL,
78,49,No,,0,,One year,7696-AMHOD,Yes,Yes,Female,1,3824.2,49-60,49,No,Yes,Yes,0,Yes,Credit card (automatic),Yes,No,No,Yes,No,78,DSL,
19.7,70,No,,0,,One year,7706-YLMQA,No,No,Female,1,1341.5,61+,70,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,19.7,No,
84.9,61,No,,0,,One year,7711-YIJWC,Yes,Yes,Male,1,5264.5,61+,61,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,84.9,DSL,
106.4,69,No,,0,,One year,7718-UPSKJ,No,No,Female,1,7251.9,61+,69,Yes,Yes,Yes,0,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,106.4,Fiber optic,
105.2,54,No,,0,,One year,7722-CVFXN,Yes,No,Male,1,5637.85,49-60,54,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,105.2,Fiber optic,
55.85,16,No,,0,,One year,7746-QYVCO,Yes,No,Male,1,857.8,13-24,16,No,No,No,0,Yes,Mailed check,Yes,Yes,Yes,Yes,No,55.85,DSL,
60.65,12,No,,0,,One year,7750-EYXWZ,No,Yes,Female,1,743.3,0-12,12,Yes,Yes,Yes,0,No,Electronic check,No,No,No,Yes,No phone service,60.65,DSL,
64.2,55,No,,0,,One year,7753-USQYQ,No,No,Male,1,3627.3,49-60,55,Yes,No,Yes,0,Yes,Electronic check,No,Yes,No,Yes,No,64.2,DSL,
19.7,6,No,,0,,One year,7762-ONLJY,Yes,No,Female,1,94.45,0-12,6,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,19.7,No,
60.35,70,No,,0,,One year,7781-EWARA,Yes,Yes,Male,1,4138.7,61+,70,Yes,Yes,Yes,0,No,Electronic check,Yes,No,No,Yes,No phone service,60.35,DSL,
105.2,42,No,,0,,One year,7789-HKSBS,No,Yes,Female,1,4599.15,37-48,42,No,Yes,Yes,1,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,105.2,Fiber optic,
42.3,45,No,,0,,One year,7795-CFOCW,No,Yes,Male,1,1840.75,37-48,45,Yes,No,No,0,No,Bank transfer (automatic),No,No,Yes,No,No phone service,42.3,DSL,
48.7,27,No,,0,,One year,7801-CEDNV,No,No,Male,1,1421.75,25-36,27,No,No,No,0,Yes,Credit card (automatic),Yes,No,Yes,No,No,48.7,DSL,
20.35,20,No,,0,,One year,7813-TKCVO,No,No,Female,1,393.15,13-24,20,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,20.35,No,
20.4,14,No,,0,,One year,7817-OMJNA,No,No,Male,1,275.7,13-24,14,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,No,20.4,No,
90.45,63,No,,0,,One year,7820-ZYGNY,No,No,Male,1,5825.5,61+,63,No,No,Yes,0,Yes,Credit card (automatic),No,No,No,Yes,Yes,90.45,Fiber optic,
76.4,51,No,,0,,One year,7833-PKIHD,Yes,No,Male,1,3966.3,49-60,51,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,No,76.4,DSL,
78.8,45,No,,0,,One year,7838-LAZFO,No,Yes,Male,1,3597.5,37-48,45,No,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,78.8,DSL,
53.75,33,No,,0,,One year,7841-FCRQD,No,No,Female,1,1857.3,25-36,33,Yes,No,No,0,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,53.75,DSL,
98.7,45,No,,0,,One year,7856-GANIL,No,Yes,Male,1,4525.8,37-48,45,Yes,Yes,No,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,98.7,Fiber optic,
80.2,43,No,,0,,One year,7868-BGSZA,No,Yes,Male,1,3581.6,37-48,43,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,80.2,DSL,
19.55,53,No,,0,,One year,7872-BAAZR,Yes,No,Female,1,1007.9,49-60,53,No,No,No,0,Yes,Bank transfer (automatic),Yes,No,No,No,No,19.55,No,
60.15,51,No,,0,,One year,7876-AEHIG,Yes,Yes,Female,1,3077,49-60,51,Yes,Yes,Yes,0,No,Bank transfer (automatic),No,No,Yes,No,No phone service,60.15,DSL,
100.9,55,No,,0,,One year,7879-CGSFV,No,No,Male,1,5552.05,49-60,55,No,Yes,Yes,0,Yes,Mailed check,No,Yes,Yes,Yes,No,100.9,Fiber optic,
54.6,24,No,,0,,One year,7901-IIDQV,No,No,Male,1,1242.25,13-24,24,Yes,No,No,0,Yes,Bank transfer (automatic),No,No,No,No,Yes,54.6,DSL,
65.9,10,No,,0,,One year,7919-ZODZZ,Yes,Yes,Female,1,660.05,0-12,10,No,No,Yes,0,Yes,Mailed check,Yes,Yes,No,Yes,No,65.9,DSL,
94,51,No,,0,,One year,7921-LMDFQ,No,Yes,Male,1,4905.75,49-60,51,No,Yes,Yes,1,Yes,Bank transfer (automatic),No,Yes,No,No,No,94,Fiber optic,
104.4,64,No,,0,,One year,7940-UQQUG,Yes,No,Female,1,6721.6,61+,64,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,104.4,Fiber optic,
64.75,60,No,,0,,One year,7945-HLKEA,No,Yes,Female,1,4039.5,49-60,60,Yes,No,No,0,Yes,Electronic check,No,No,Yes,No,Yes,64.75,DSL,
85.85,36,No,,0,,One year,7951-VRDVK,No,Yes,Female,1,3003.55,25-36,36,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,No,Yes,Yes,No,85.85,DSL,
88.4,67,No,,0,,One year,7964-ZRKKG,No,No,Male,1,5798.3,61+,67,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,88.4,Fiber optic,
103.1,47,No,,0,,One year,7975-TZMLR,No,Yes,Male,1,4889.3,37-48,47,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,103.1,Fiber optic,
65.25,54,No,,0,,One year,7994-XIRTR,No,Yes,Male,1,3529.95,49-60,54,Yes,No,Yes,1,Yes,Bank transfer (automatic),No,No,No,No,No,65.25,DSL,
56.1,42,No,,0,,One year,7995-ZHHNZ,No,No,Male,1,2386.85,37-48,42,No,No,No,0,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,56.1,DSL,
